original_id	work_title	work_authors	file_format	file_size	number_of_access	original_source
O Príncipe de Nassau|Paulo Setúbal	O Príncipe de Nassau	Paulo Setúbal	.pdf	329,41              KB	1.037	[ua] Universidade da Amazônia - UNAMA
O Príncipe de Nassau|Paulo Setúbal	O Príncipe de Nassau	Paulo Setúbal	.pdf	643,21              KB	2.023	[bi] Biblioteca Virtual de Literatura
O Rei dos Caiporas|Machado de Assis	O Rei dos Caiporas	Machado de Assis	.pdf	0,00              KB	6.064	[fs] Universidade Federal de Santa Catarina - UFSC
O Relógio de Ouro|Machado de Assis	O Relógio de Ouro	Machado de Assis	.pdf	88,13              KB	11.460	[bv] Biblioteca Virtual do Estudante Brasileiro / USP
O Retrato|Artur Azevedo	O Retrato	Artur Azevedo	.pdf	46,50              KB	2.052	[bi] Biblioteca Virtual de Literatura
O Rio de Janeiro - Verso e Reverso|José de Alencar	O Rio de Janeiro - Verso e Reverso	José de Alencar	.pdf	83,34              KB	4.312	[ua] Universidade da Amazônia - UNAMA
O Rio de Janeiro 1877|Artur Azevedo	O Rio de Janeiro 1877	Artur Azevedo	.pdf	134,89              KB	1.598	[ua] Universidade da Amazônia - UNAMA
O Rio de Janeiro em 1877|Artur Azevedo	O Rio de Janeiro em 1877	Artur Azevedo	.pdf	538,10              KB	4.198	[bv] Biblioteca Virtual do Estudante Brasileiro / USP
O Romance do Prata|Paulo Setúbal	O Romance do Prata	Paulo Setúbal	.pdf	345,76              KB	1.674	[bi] Biblioteca Virtual de Literatura
O Romance do Prata|Paulo Setúbal	O Romance do Prata	Paulo Setúbal	.pdf	179,04              KB	2.198	[ua] Universidade da Amazônia - UNAMA
O Sacrifício|Franklin Távora	O Sacrifício	Franklin Távora	.pdf	262,73              KB	1.890	[ua] Universidade da Amazônia - UNAMA
O Sacrifício|Franklin Távora	O Sacrifício	Franklin Távora	.pdf	541,20              KB	2.183	[bv] Biblioteca Virtual do Estudante Brasileiro / USP
O Segredo de Augusta|Machado de Assis	O Segredo de Augusta	Machado de Assis	.pdf	69,03              KB	3.678	[ua] Universidade da Amazônia - UNAMA
O Segredo de Augusta|Machado de Assis	O Segredo de Augusta	Machado de Assis	.pdf	150,51              KB	7.387	[bv] Biblioteca Virtual do Estudante Brasileiro / USP
O Segredo do Bonzo|Machado de Assis	O Segredo do Bonzo	Machado de Assis	.pdf	91,57              KB	9.058	[bv] Biblioteca Virtual do Estudante Brasileiro / USP
O Seminarista|Bernardo Guimarães	O Seminarista	Bernardo Guimarães	.pdf	218,52              KB	9.398	[ua] Universidade da Amazônia - UNAMA
O Sertanejo|José de Alencar	O Sertanejo	José de Alencar	.pdf	858,06              KB	18.808	[bv] Biblioteca Virtual do Estudante Brasileiro / USP
O Soldado|Alexandre Herculano	O Soldado	Alexandre Herculano	.pdf	51,32              KB	3.676	[bi] Biblioteca Virtual de Literatura
O Sonho das Esmeraldas|Paulo Setúbal	O Sonho das Esmeraldas	Paulo Setúbal	.pdf	156,46              KB	863	[ua] Universidade da Amazônia - UNAMA
O Sonho das Esmeraldas|Paulo Setúbal	O Sonho das Esmeraldas	Paulo Setúbal	.pdf	321,31              KB	1.904	[bi] Biblioteca Virtual de Literatura
O Sonho do Conselheiro|Artur Azevedo	O Sonho do Conselheiro	Artur Azevedo	.pdf	51,69              KB	1.697	[bi] Biblioteca Virtual de Literatura
O Subterrâneo do Morro do Castelo|Afonso Henriques de Lima Barreto	O Subterrâneo do Morro do Castelo	Afonso Henriques de Lima Barreto	.pdf	241,53              KB	3.983	[bv] Biblioteca Virtual do Estudante Brasileiro / USP
O Subterrâneo do Morro do Castelo|Afonso Henriques de Lima Barreto	O Subterrâneo do Morro do Castelo	Afonso Henriques de Lima Barreto	.pdf	589,17              KB	2.749	[ua] Universidade da Amazônia - UNAMA
O Sá|Artur Azevedo	O Sá	Artur Azevedo	.pdf	46,03              KB	1.636	[bi] Biblioteca Virtual de Literatura
O Tejo é mais belo que o rio que corre pela minha aldeia|Alberto Caeiro	O Tejo é mais belo que o rio que corre pela minha aldeia	Alberto Caeiro	.pdf	34,50              KB	590	[wk] Wikipédia, a enciclopédia livre
O Telefone|Artur Azevedo	O Telefone	Artur Azevedo	.pdf	49,23              KB	1.784	[bi] Biblioteca Virtual de Literatura
O Teles e o Tobias|Machado de Assis	O Teles e o Tobias	Machado de Assis	.pdf	68,96              KB	3.592	[ua] Universidade da Amazônia - UNAMA
O Touro Branco|François-Marie Arouet (Voltaire)	O Touro Branco	François-Marie Arouet (Voltaire)	.pdf	74,38              KB	4.222	[cv] CultVox
O Touro Negro|Aluísio Azevedo	O Touro Negro	Aluísio Azevedo	.pdf	50,87              KB	3.966	[bi] Biblioteca Virtual de Literatura
O Tribofe|Artur Azevedo	O Tribofe	Artur Azevedo	.pdf	149,77              KB	752	[ua] Universidade da Amazônia - UNAMA
O Tribofe|Artur Azevedo	O Tribofe	Artur Azevedo	.pdf	326,92              KB	1.643	[bi] Biblioteca Virtual de Literatura
O Turbilhão|Coelho Neto	O Turbilhão	Coelho Neto	.pdf	481,81              KB	2.198	[bi] Biblioteca Virtual de Literatura
O Turbilhão|Coelho Neto	O Turbilhão	Coelho Neto	.pdf	411,58              KB	2.297	[ua] Universidade da Amazônia - UNAMA
O Universo não é uma idéia minha|Alberto Caeiro	O Universo não é uma idéia minha	Alberto Caeiro	.pdf	31,40              KB	580	[wk] Wikipédia, a enciclopédia livre
O Uraguai|José Basílio da Gama	O Uraguai	José Basílio da Gama	.pdf	64,93              KB	23.484	[bn] Fundação Biblioteca Nacional
O Vaqueano|Apolinário José Gomes Porto-Alegre	O Vaqueano	Apolinário José Gomes Porto-Alegre	.pdf	160,00              KB	880	[ua] Universidade da Amazônia - UNAMA
O Vaqueano|Apolinário José Gomes Porto-Alegre	O Vaqueano	Apolinário José Gomes Porto-Alegre	.pdf	656,90              KB	1.596	[bv] Biblioteca Virtual do Estudante Brasileiro / USP
O Velho Senado|Machado de Assis	O Velho Senado	Machado de Assis	.pdf	71,46              KB	5.198	[bv] Biblioteca Virtual do Estudante Brasileiro / USP
O Velho da Horta|Gil Vicente	O Velho da Horta	Gil Vicente	.pdf	45,64              KB	13.036	[ua] Universidade da Amazônia - UNAMA
O adeus de Teresa|Antônio Frederico de Castro Alves	O adeus de Teresa	Antônio Frederico de Castro Alves	.pdf	32,18              KB	955	[wk] Wikipédia, a enciclopédia livre
O almada|Machado de Assis	O almada	Machado de Assis	.pdf	249,07              KB	3.411	[fs] Universidade Federal de Santa Catarina - UFSC
O amor é uma companhia|Alberto Caeiro	O amor é uma companhia	Alberto Caeiro	.pdf	33,49              KB	1.252	[wk] Wikipédia, a enciclopédia livre
O anjo Rafael|Machado de Assis	O anjo Rafael	Machado de Assis	.pdf	175,24              KB	9.230	[fs] Universidade Federal de Santa Catarina - UFSC
O anjo das donzelas|Machado de Assis	O anjo das donzelas	Machado de Assis	.pdf	101,81              KB	5.562	[fs] Universidade Federal de Santa Catarina - UFSC
O astrólogo|Machado de Assis	O astrólogo	Machado de Assis	.pdf	85,42              KB	5.335	[fs] Universidade Federal de Santa Catarina - UFSC
O baile na flor|Antônio Frederico de Castro Alves	O baile na flor	Antônio Frederico de Castro Alves	.pdf	31,27              KB	770	[wk] Wikipédia, a enciclopédia livre
O baile!|Casimiro de Abreu	O baile!	Casimiro de Abreu	.pdf	35,24              KB	1.095	[wk] Wikipédia, a enciclopédia livre
O balanceio de Lauro Maia|Miguel Ângelo de Azevedo (Nirez)	O balanceio de Lauro Maia	Miguel Ângelo de Azevedo (Nirez)	.pdf	473,78              KB	1.786	[ea] Edição do Autor
O bandolim da desgraça|Antônio Frederico de Castro Alves	O bandolim da desgraça	Antônio Frederico de Castro Alves	.pdf	35,62              KB	644	[wk] Wikipédia, a enciclopédia livre
O califa de platina|Machado de Assis	O califa de platina	Machado de Assis	.pdf	85,19              KB	3.340	[fs] Universidade Federal de Santa Catarina - UFSC
O caminho da porta|Machado de Assis	O caminho da porta	Machado de Assis	.pdf	162,39              KB	5.390	[fs] Universidade Federal de Santa Catarina - UFSC
O caminho de Damasco|Machado de Assis	O caminho de Damasco	Machado de Assis	.pdf	157,57              KB	4.626	[fs] Universidade Federal de Santa Catarina - UFSC
O cancioneiro portuguez da Vaticana|Teófilo Braga	O cancioneiro portuguez da Vaticana	Teófilo Braga	.pdf	172,01              KB	2.609	[gu] Projeto Gutenberg
O capitão Mendonça|Machado de Assis	O capitão Mendonça	Machado de Assis	.pdf	121,25              KB	4.064	[fs] Universidade Federal de Santa Catarina - UFSC
O carro 13|Machado de Assis	O carro 13	Machado de Assis	.pdf	104,86              KB	3.716	[fs] Universidade Federal de Santa Catarina - UFSC
O caso Barreto|Machado de Assis	O caso Barreto	Machado de Assis	.pdf	88,57              KB	3.452	[fs] Universidade Federal de Santa Catarina - UFSC
O caso Traps: Presságio Funesto|Rolando Júnior	O caso Traps: Presságio Funesto	Rolando Júnior	.pdf	478,77              KB	9.237	[ea] Edição do Autor
O caso da Viúva|Machado de Assis	O caso da Viúva	Machado de Assis	.pdf	95,66              KB	4.827	[fs] Universidade Federal de Santa Catarina - UFSC
O caso do Romualdo|Machado de Assis	O caso do Romualdo	Machado de Assis	.pdf	118,72              KB	3.319	[fs] Universidade Federal de Santa Catarina - UFSC
O ciúme|Manuel Maria de Barbosa du Bocage	O ciúme	Manuel Maria de Barbosa du Bocage	.pdf	38,64              KB	1.705	[wk] Wikipédia, a enciclopédia livre
O contrato|Machado de Assis	O contrato	Machado de Assis	.pdf	68,59              KB	5.491	[fs] Universidade Federal de Santa Catarina - UFSC
O coração|Antônio Frederico de Castro Alves	O coração	Antônio Frederico de Castro Alves	.pdf	29,69              KB	996	[wk] Wikipédia, a enciclopédia livre
O corpo feminino em debate|Maria Izilda Santos de Matos	O corpo feminino em debate	Maria Izilda Santos de Matos	.pdf	1,57              MB	7.849	[up] Fundação Editora da Unesp
O crepúsculo sertanejo|Antônio Frederico de Castro Alves	O crepúsculo sertanejo	Antônio Frederico de Castro Alves	.pdf	34,22              KB	917	[wk] Wikipédia, a enciclopédia livre
O cuecão de Chiquinho|José Felipe Nazário Júnior	O cuecão de Chiquinho	José Felipe Nazário Júnior	.pdf	32,23              KB	524	[ea] Edição do Autor
O curioso caso dos quatro|Maikon Patrick Garcia	O curioso caso dos quatro	Maikon Patrick Garcia	.pdf	714,78              KB	463	[ea] Edição do Autor
O declínio da tradição no espírito da subversão: o papel do intelectual, a literatura militante e a tradição literária brasileira nas crônicas de Lima Barreto (1881-1922)|Luiz Fernando Gomes	O declínio da tradição no espírito da subversão: o papel do intelectual, a literatura militante e a tradição literária brasileira nas crônicas de Lima Barreto (1881-1922)	Luiz Fernando Gomes	.pdf	618,86              KB	484	[ea] Edição do Autor
O defeito de família|França Júnior	O defeito de família	França Júnior	.pdf	308,76              KB	3.373	[bv] Biblioteca Virtual do Estudante Brasileiro / USP
O defeito de família|França Júnior	O defeito de família	França Júnior	.pdf	69,12              KB	1.707	[ua] Universidade da Amazônia - UNAMA
O destinado|Machado de Assis	O destinado	Machado de Assis	.pdf	78,39              KB	3.328	[fs] Universidade Federal de Santa Catarina - UFSC
O dia da criação|Eduardo Alves da Silva	O dia da criação	Eduardo Alves da Silva	.pdf	3,44              MB	422	[ea] Edição do Autor
O dialeto caipira|Amadeu Amaral	O dialeto caipira	Amadeu Amaral	.pdf	928,77              KB	11.069	[bi] Biblioteca Virtual de Literatura
O empresário|Rilvan Batista de Santana	O empresário	Rilvan Batista de Santana	.pdf	378,22              KB	474	[ea] Edição do Autor
O enviado|Rilvan Batista de Santana	O enviado	Rilvan Batista de Santana	.pdf	424,70              KB	476	[ea] Edição do Autor
O escrivão Coimbra|Machado de Assis	O escrivão Coimbra	Machado de Assis	.pdf	91,03              KB	3.865	[fs] Universidade Federal de Santa Catarina - UFSC
O espelho reflecte certo|Alberto Caeiro	O espelho reflecte certo	Alberto Caeiro	.pdf	29,13              KB	721	[wk] Wikipédia, a enciclopédia livre
O estilo gótico na literatura: estudo da obra drácula, o vampiro da noite de Bram Stoker|Ana Claudia Brida	O estilo gótico na literatura: estudo da obra drácula, o vampiro da noite de Bram Stoker	Ana Claudia Brida	.pdf	311,17              KB	886	[ea] Edição do Autor
O fantasma e a canção|Antônio Frederico de Castro Alves	O fantasma e a canção	Antônio Frederico de Castro Alves	.pdf	39,21              KB	711	[wk] Wikipédia, a enciclopédia livre
O gondoleiro do amor|Antônio Frederico de Castro Alves	O gondoleiro do amor	Antônio Frederico de Castro Alves	.pdf	34,66              KB	910	[wk] Wikipédia, a enciclopédia livre
O gram viç'e o gram sabor|Dom Dinis	O gram viç'e o gram sabor	Dom Dinis	.pdf	41,00              KB	420	[wk] Wikipédia, a enciclopédia livre
O homem nasce para ser feliz?|Rilvan Batista de Santana	O homem nasce para ser feliz?	Rilvan Batista de Santana	.pdf	113,69              KB	450	[ea] Edição do Autor
O hóspede|Antônio Frederico de Castro Alves	O hóspede	Antônio Frederico de Castro Alves	.pdf	37,62              KB	986	[wk] Wikipédia, a enciclopédia livre
O imortal|Machado de Assis	O imortal	Machado de Assis	.pdf	149,28              KB	8.487	[fs] Universidade Federal de Santa Catarina - UFSC
O juiz|Rilvan Batista de Santana	O juiz	Rilvan Batista de Santana	.pdf	422,04              KB	590	[ea] Edição do Autor
O laço de fita|Antônio Frederico de Castro Alves	O laço de fita	Antônio Frederico de Castro Alves	.pdf	34,86              KB	1.165	[wk] Wikipédia, a enciclopédia livre
O livro D'ele|Florbela Espanca	O livro D'ele	Florbela Espanca	.pdf	81,17              KB	19.844	[bi] Biblioteca Virtual de Literatura
O livro de Jó|José Elói Otôni	O livro de Jó	José Elói Otôni	.pdf	1,13              MB	826	[me] Ministério da Educação
O livro e a América|Antônio Frederico de Castro Alves	O livro e a América	Antônio Frederico de Castro Alves	.pdf	39,28              KB	858	[wk] Wikipédia, a enciclopédia livre
O luar através dos altos ramos|Alberto Caeiro	O luar através dos altos ramos	Alberto Caeiro	.pdf	30,02              KB	572	[wk] Wikipédia, a enciclopédia livre
O luar quando bate na relva|Alberto Caeiro	O luar quando bate na relva	Alberto Caeiro	.pdf	31,73              KB	780	[wk] Wikipédia, a enciclopédia livre
O machete|Machado de Assis	O machete	Machado de Assis	.pdf	95,55              KB	5.210	[fs] Universidade Federal de Santa Catarina - UFSC
O maestro sacode a batuta|Alberto Caeiro	O maestro sacode a batuta	Alberto Caeiro	.pdf	35,89              KB	534	[wk] Wikipédia, a enciclopédia livre
O marido da adultera|Lúcio de Mendonça	O marido da adultera	Lúcio de Mendonça	.pdf	524,03              KB	513	[ea] Edição do Autor
O melhor remédio|Machado de Assis	O melhor remédio	Machado de Assis	.pdf	66,44              KB	3.537	[fs] Universidade Federal de Santa Catarina - UFSC
O meu amig', amiga, non quer'eu|Dom Dinis	O meu amig', amiga, non quer'eu	Dom Dinis	.pdf	40,85              KB	407	[wk] Wikipédia, a enciclopédia livre
O meu amigo há de mal assaz|Dom Dinis	O meu amigo há de mal assaz	Dom Dinis	.pdf	42,29              KB	422	[wk] Wikipédia, a enciclopédia livre
O meu olhar azul como o céu|Alberto Caeiro	O meu olhar azul como o céu	Alberto Caeiro	.pdf	31,75              KB	531	[wk] Wikipédia, a enciclopédia livre
O meu olhar é nítido como um girassol|Alberto Caeiro	O meu olhar é nítido como um girassol	Alberto Caeiro	.pdf	34,64              KB	616	[wk] Wikipédia, a enciclopédia livre
O mistério das cousas, onde está ele?|Alberto Caeiro	O mistério das cousas, onde está ele?	Alberto Caeiro	.pdf	34,45              KB	550	[wk] Wikipédia, a enciclopédia livre
O nadador|Antônio Frederico de Castro Alves	O nadador	Antônio Frederico de Castro Alves	.pdf	34,11              KB	871	[wk] Wikipédia, a enciclopédia livre
O pastor amoroso|Fernando Pessoa	O pastor amoroso	Fernando Pessoa	.pdf	32,78              KB	150.717	[vo] Colaboração Voluntária
O pastor amoroso perdeu o cajado|Alberto Caeiro	O pastor amoroso perdeu o cajado	Alberto Caeiro	.pdf	33,72              KB	600	[wk] Wikipédia, a enciclopédia livre
O programa|Machado de Assis	O programa	Machado de Assis	.pdf	139,76              KB	3.662	[fs] Universidade Federal de Santa Catarina - UFSC
O quarto dos dragões|Breno Pannia Espósito	O quarto dos dragões	Breno Pannia Espósito	.pdf	1,37              MB	735	[ea] Edição do Autor
O que nós vemos das cousas são as cousas|Alberto Caeiro	O que nós vemos das cousas são as cousas	Alberto Caeiro	.pdf	34,82              KB	488	[wk] Wikipédia, a enciclopédia livre
O que ouviu os meus versos|Alberto Caeiro	O que ouviu os meus versos	Alberto Caeiro	.pdf	30,93              KB	563	[wk] Wikipédia, a enciclopédia livre
O que são as moças|Machado de Assis	O que são as moças	Machado de Assis	.pdf	77,30              KB	5.355	[fs] Universidade Federal de Santa Catarina - UFSC
O que são estrelas|Auta de Sousa	O que são estrelas	Auta de Sousa	.pdf	48,97              KB	546	[wk] Wikipédia, a enciclopédia livre
O que vos nunca cuidei a dizer|Dom Dinis	O que vos nunca cuidei a dizer	Dom Dinis	.pdf	42,27              KB	450	[wk] Wikipédia, a enciclopédia livre
O que é - simpatia|Casimiro de Abreu	O que é - simpatia	Casimiro de Abreu	.pdf	34,22              KB	1.156	[wk] Wikipédia, a enciclopédia livre
O que é o Casamento?|José de Alencar	O que é o Casamento?	José de Alencar	.pdf	288,59              KB	5.486	[ua] Universidade da Amazônia - UNAMA
O que é o Casamento?|José de Alencar	O que é o Casamento?	José de Alencar	.pdf	364,02              KB	61.418	[bi] Biblioteca Virtual de Literatura
O quê?|Casimiro de Abreu	O quê?	Casimiro de Abreu	.pdf	32,47              KB	1.017	[wk] Wikipédia, a enciclopédia livre
O quê? Valho mais que uma flor|Alberto Caeiro	O quê? Valho mais que uma flor	Alberto Caeiro	.pdf	34,73              KB	576	[wk] Wikipédia, a enciclopédia livre
O sainete|Machado de Assis	O sainete	Machado de Assis	.pdf	86,69              KB	3.403	[fs] Universidade Federal de Santa Catarina - UFSC
O segredo|Antônio Frederico de Castro Alves	O segredo	Antônio Frederico de Castro Alves	.pdf	38,43              KB	4.804	[wk] Wikipédia, a enciclopédia livre
O seminarista|Bernardo Guimarães	O seminarista	Bernardo Guimarães	.pdf	499,59              KB	7.829	[bi] Biblioteca Virtual de Literatura
